Id,Program,Y0s1_enrol,Y0s2_enrol,Y1s1_enrol,Y1s1_complete,Y1s1_grade,Y1s2_enrol,Y1s2_complete,Y1s2_grade,Y2s1_enrol,Y2s1_complete,Y2s1_grade,Y2s2_enrol,Y2s2_complete,Y2s2_grade,Y3s1_enrol,Y3s1_complete,Y3s1_grade,Y3s2_enrol,Y3s2_complete,Y3s2_grade,Y4s1_enrol,Y4s1_complete,Y4s1_grade,Y4s2_enrol,Y4s2_complete,Y4s2_grade,Rest_enrol,Rest_complete,Rest_grade,Failure
131383915,Biology,40,37,34,24,11.75,36,36,12.833,30,26,11.231,30,19,11.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382292,Informatics,43,30,30,23,15,36,36,13.333,30,24,15.5,30,24,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385248,Nursing,30,30,30,30,13.567,30,30,16,30,30,14.867,30,30,15.333,30,30,13.7,30,30,13.9,0,0,0,0,0,0,0,0,0,0
111364548,Nursing,30,24,30,30,15.667,30,30,16,30,30,13.767,30,30,16.5,30,30,12.867,30,30,15.067,0,0,0,0,0,0,0,0,0,0
131384776,Biology,34,36,35,6,13.667,39,15,11,35,18,11.333,42,12,11,30,12,13.167,36,21,12.381,0,0,0,0,0,0,0,0,0,1
131393602,Biology,7,6,7,0,0,39,14,14.143,30,23,13.913,38,12,12.333,24,13,11.308,26,10,14.1,22,12,13,34,24,12.75,131,65,11.738,0
131392808,Biology,33,51,33,12,12.167,41,35,13,36,24,11.5,36,30,13.6,30,12,12.167,30,18,11.333,0,0,0,0,0,0,0,0,0,0
111354327,Nursing,30,24,30,30,14.267,30,30,17.333,33,33,13.788,30,30,16.5,30,27,13.37,30,30,15.733,0,0,0,0,0,0,0,0,0,0
131389714,Nursing,30,30,30,30,12.8,30,30,17.333,30,30,13.7,30,30,16,30,30,14.7,30,30,12.9,0,0,0,0,0,0,0,0,0,0
131384306,Informatics,35,30,36,31,12.29,30,30,13,30,30,12.7,30,24,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131397096,Informatics,6,36,38,30,13.333,46,22,12.864,41,8,11,48,28,11.857,40,25,11.04,66,18,12.333,47,13,14.615,48,18,11.333,0,0,0,0
131387431,Nursing,30,30,30,30,14.333,36,30,13.067,30,30,13.333,42,39,13.564,33,27,12.074,38,24,12.958,0,0,0,0,0,0,0,0,0,0
131391319,Biology,34,32,34,34,14.324,30,30,13.4,30,26,14.192,30,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394659,Management,6,6,23,11.5,13.913,42,36,11.958,35,18,11.333,51,22.5,12,36,24.5,11.755,34,22.5,11.089,38.5,2.5,15,37,20.5,11.244,0,0,0,0
111335847,Nursing,30,30,30,30,17.333,30,30,15.533,30,30,15.667,30,30,15.033,27,27,15.963,33,33,15.303,0,0,0,0,0,0,0,0,0,0
131393240,Biology,28,56,28,0,0,50,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345882,Nursing,30,30,26,26,15.192,20,20,16.5,26,26,14.731,34,34,15.235,30,30,13.6,30,30,15.433,0,0,0,0,0,0,0,0,0,0
131385073,Biology,25,30,36,36,13.417,30,30,14.2,30,30,13.5,30,30,13.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382900,Management,36,54,30,24,12.75,30,18,11,30,30,14,30,30,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131388226,Biology,32,48,36,36,12,36,36,12.833,30,20,10.55,30,24,12.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382269,Management,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383941,Biology,45,30,28,14,11.714,35,17,11.882,37,18,11.167,35,18,11,30,14,12.429,30,1,15,0,0,0,0,0,0,0,0,0,0
131394680,Management,12,42,35.5,29.5,12.593,41.5,11.5,12,29,17.5,11.686,47,5.5,11,0,0,0,0,0,0,0,0,0,0,0,0,140,50,11.94,0
111345838,Nursing,30,30,20,20,17.5,26,26,15.385,34,34,15.588,26,26,14.308,30,30,14.567,30,30,16.067,0,0,0,0,0,0,0,0,0,0
131391928,Biology,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131389066,Nursing,30,30,30,30,15.333,30,30,12.9,30,30,14.667,30,30,14.267,30,30,12.267,30,30,14.067,0,0,0,0,0,0,0,0,0,0
131383995,Management,33,45,36,33,11,36,30,12.7,30,24,12.5,30,18,13.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131397841,Informatics,18,48,32,17,11.294,41,23,12.478,33,14,11.571,58,14,13.429,41,13,13.462,45,14,13.429,47,12,12,41,5,11,0,0,0,0
131381778,Informatics,35,36,40,21,10.286,42,18,11.333,30,6,10,42,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131379389,Nursing,34,30,30,30,13.167,30,30,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131383833,Management,30,48,36,36,11.167,36,24,12.25,30,24,13.375,30,18,12.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131393096,Biology,24,36,28,28,14.393,42,42,13.571,32,32,13.188,29,23,15.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131392841,Biology,33,24,30,27,15.444,42,42,16.667,30,30,14.8,34,30,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131390011,Management,12,25,36,30,12,35.5,29.5,12.949,36.5,30.5,11.557,36,24,12.771,30,17.5,11.371,30,11.5,14.696,0,0,0,0,0,0,0,0,0,0
131393355,Biology,19,36,46,20,12.8,50,26,12.769,40,31,12.484,36,30,13.4,32,19,12.632,34,28,14.536,0,0,0,0,0,0,0,0,0,0
131389008,Nursing,30,30,30,30,17.333,30,30,15.433,30,30,17,30,30,14.967,30,30,15.1,30,30,14.467,0,0,0,0,0,0,0,0,0,0
131382621,Management,33,33,27,27,14.333,33,33,12.182,30,30,13.3,30,24,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131396846,Management,21.5,24,52,24.5,11.449,55,25,12.52,36.5,18,10,53,23.5,11.702,42,12.5,11.04,47,11.5,10.957,36.5,0,0,42.5,6.5,11,216,17.5,11.457,0
111364568,Nursing,24,30,30,30,16,30,30,15,30,30,14.833,30,30,17,30,30,14.4,30,30,15.833,0,0,0,0,0,0,0,0,0,0
131381730,Informatics,36,54,33,8,11.25,30,18,11.667,30,3,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131392605,Management,17,17.5,30,24,11.25,42,36,11.417,36,25,10.96,36,24.5,12.184,30,24,11.5,30,18,12.722,0,0,0,0,0,0,0,0,0,0
131396038,Informatics,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131380865,Informatics,34,42,30,3,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387592,Biology,29,30,31,18,12.667,36,24,13.833,34,28,11.071,36,24,11.25,30,17,12,30,18,11.167,0,0,0,0,0,0,0,0,0,0
111364501,Nursing,30,24,30,30,16.8,30,30,18,30,30,16.467,30,30,17,30,30,13.233,30,30,16.533,0,0,0,0,0,0,0,0,0,0
131380119,Nursing,30,30,30,30,15.033,30,30,15.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131389201,Biology,20,44,30,30,12.8,30,30,13.4,30,30,12.533,30,30,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111374720,Nursing,0,12,30,15,15.667,30,30,15.5,34,34,12.647,30,30,14,30,26,13.077,30,30,15.5,30,30,13.4,30,30,14.333,0,0,0,0
131402798,Management,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131395546,Management,30.5,30.5,36.5,0,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131385790,Management,47.5,23.5,0,0,0,35.5,18,10.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345765,Nursing,30,36,26,26,15.885,20,20,17,26,26,15.731,34,34,16.588,30,30,15.367,30,30,16.667,0,0,0,0,0,0,0,0,0,0
131383979,Management,36,36,36,36,12.167,36,30,14.5,30,18,12,30,24,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131386648,Nursing,30,30,30,30,16.5,30,30,17.667,30,30,16.567,30,30,16.333,30,30,13.067,30,30,15.733,0,0,0,0,0,0,0,0,0,0
131392880,Informatics,12,18,47,6,17,18,0,0,41,12,13.5,47,6,11,36,2,17,53,23,13.652,30,18,15.5,18,12,16.5,0,0,0,1
131384284,Informatics,30,36,36,36,13.917,30,24,13.75,30,18,12.167,42,36,13.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387825,Nursing,30,30,30,30,15,30,30,14.133,30,30,15.667,33,33,14.394,36,33,14.061,30,24,14.958,0,0,0,0,0,0,0,0,0,0
111345898,Nursing,24,30,90,90,12.978,90,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394394,Management,35.5,36.5,33.5,16,14.625,36,0,0,33,11.5,12.478,33,10,12.6,36,12,14.5,33,5,15,36,7,11.714,34,13,11.846,60,9,12.5,1
131387956,Nursing,30,30,30,30,14.933,30,30,16.333,33,30,13.6,30,30,16,30,30,12.333,32,32,13.406,0,0,0,0,0,0,0,0,0,0
131386240,Nursing,30,0,0,0,0,30,30,15.7,30,30,16,30,30,14.367,30,30,15,30,30,14.7,30,30,13.7,30,30,13.633,0,0,0,0
131389489,Management,30,36,30,30,13.033,30,30,14.233,30,30,11.217,30,30,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384075,Biology,28,32,36,36,14.417,30,30,15,30,30,14.633,30,30,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111345831,Nursing,20,0,30,30,17.5,30,30,16.6,20,20,17.5,26,26,15.731,34,14,15,26,26,16.654,30,30,14.967,30,30,15.933,0,0,0,0
111374695,Nursing,21,30,3,0,0,10,10,14,10,10,17.5,30,20,14.5,30,30,15.333,15,15,12,30,30,14.267,30,15,11,60,60,14.333,0
131382673,Nursing,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131387679,Management,30.5,36.5,24,12,13.083,48.5,11.5,13.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131381093,Biology,49,42,30,7,11.857,27,12,11.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131393336,Biology,18,30,33,21,12.714,49,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131388787,Management,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111364541,Nursing,24,30,30,30,15,30,30,14.667,30,30,13.2,30,30,17,30,30,12.567,30,30,13.633,0,0,0,0,0,0,0,0,0,0
131379941,Biology,46,42,30,19,11.316,30,24,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131380084,Informatics,40,54,30,9,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131379666,Nursing,48,30,30,15,13.6,30,27,13.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394599,Biology,19,32,29,22,12.636,30,30,13.7,42,24,12,30,24,11.25,32,19,11.263,29,17,13.529,0,0,0,0,0,0,0,0,0,0
131383481,Informatics,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384990,Nursing,30,0,30,30,18,30,30,15.4,0,0,0,30,30,15.4,30,30,14.667,30,30,14.1,30,30,14.367,30,30,14.4,0,0,0,0
131383455,Biology,28,30,30,30,14,40,34,14.235,30,30,12.6,30,30,13.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131403921,Biology,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384362,Informatics,24,65,30,30,12.2,54,24,13,36,12,11.5,54,18,10.667,30,18,12,48,18,11,0,0,0,0,0,0,0,0,0,0
131385338,Biology,37,42,30,24,11.5,36,30,13,30,24,11.917,36,30,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382899,Informatics,36,36,0,0,0,0,0,0,30,3,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131394492,Management,6,0,23.5,11.5,11.957,17.5,11.5,10,47,23.5,12,40.5,17.5,12.6,35.5,6,12,54,42,12.119,32,8.5,10.706,42,30.5,11.508,0,0,0,0
131392931,Biology,32,60,34,34,11.765,36,36,13.333,32,6,13,29,29,13.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111345768,Nursing,30,30,26,26,17.192,20,20,17.5,26,26,16,34,34,16.118,30,30,16.533,30,30,15.5,0,0,0,0,0,0,0,0,0,0
131380753,Management,36,48,30,18,14.333,30,24,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387933,Informatics,0,12,0,0,0,0,0,0,23,11,11.091,58,34,10.765,44,27,10.333,30,12,11,28,17,11.412,48,24,12,130,44,10.886,0
131392582,Management,0,5,35,35,11.843,45.5,24,15.25,36,30.5,14.164,42.5,37,12.405,36,13,11.692,53.5,12.5,10.8,30,11.5,11.043,30,11.5,12.304,0,0,0,0
131398865,Biology,0,6,36,36,13.667,36,36,14,49,37,11.649,24,24,12,32,18,13.333,29,29,13.31,0,0,0,0,0,0,0,0,0,0
131403322,Nursing,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131394181,Informatics,6,6,23,17,14.824,42,24,14.5,29,24,13.75,30,30,15.2,34,26,13.5,35,17,14.765,29,15,14.467,30,23,14.435,0,0,0,0
131382726,Management,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383899,Nursing,30,30,30,30,15.4,30,30,16.333,30,30,16.6,30,30,16.667,30,30,13.9,30,30,14.633,0,0,0,0,0,0,0,0,0,0
131379588,Management,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383622,Biology,37,38,36,36,11.25,36,36,12,30,20,12.7,30,24,12.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111364513,Nursing,24,30,30,30,14.667,30,30,15.667,30,30,13.8,30,30,16.5,30,30,12.867,30,30,13.433,0,0,0,0,0,0,0,0,0,0
131393721,Biology,51,41,28,19,13.263,42,36,14.917,32,32,12.094,41,23,13.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131386031,Informatics,32,0,35,0,0,36,0,0,26,3,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131385920,Management,30,30,24.5,24.5,12.959,36,36,12.556,24,24,11.25,30,24,12.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131403332,Nursing,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131382473,Informatics,30,36,30,9,16.667,36,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386349,Informatics,36,36,27,9,14.667,36,6,14,30,3,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111354326,Nursing,30,30,26,26,16.577,20,20,19,26,26,15.231,34,34,17.882,30,30,15.733,30,30,17.3,30,0,0,30,0,0,0,0,0,0
131388232,Biology,23,24,28,28,12.857,38,26,14.385,34,28,10.536,36,30,12.2,30,13,11.231,30,18,12,0,0,0,0,0,0,0,0,0,0
131390123,Informatics,24,42,30,6,14,42,6,13,29,11,15.182,24,6,14,0,0,0,0,0,0,30,13,14.769,36,0,0,188,60,14.35,0
131392726,Management,33.5,0,36.5,25,11.76,42.5,42.5,12.071,35,17.5,10.314,53,31,11.29,30,12.5,11.96,30,16.5,12.242,0,0,0,0,0,0,0,0,0,0
131394451,Management,6,0,24,6,13,36,24,11.667,36,36,10.708,35,30,10.85,30.5,13.5,10.889,42,36,11.167,0,0,0,0,0,0,0,0,0,0
131403836,Biology,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345859,Nursing,30,30,20,20,16,26,26,14.308,34,34,14.706,26,26,14.269,30,30,13.167,30,30,14.9,0,0,0,0,0,0,0,0,0,0
131380376,Management,42,42,30,18,13.333,30,18,12.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131390167,Biology,37,42,30,11,13,44,20,11.8,37,15,12.6,30,12,11,30,23,13.13,30,24,11.958,0,0,0,0,0,0,0,0,0,0
131391074,Informatics,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386800,Biology,37,30,30,24,13.75,36,36,12.667,30,30,11.633,30,24,13.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131388225,Nursing,30,30,30,30,16,30,30,14.833,30,30,15.333,30,30,15.667,30,30,14.967,30,30,15.3,0,0,0,0,0,0,0,0,0,0
131395585,Informatics,5,24,32,20,12.4,42,37,13.297,33,33,13.515,28,23,13.217,29,29,16.207,30,30,13.933,0,0,0,0,0,0,0,0,0,0
131389710,Biology,25,24,34,34,15.735,38,38,16.895,30,30,14.8,30,30,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131388064,Nursing,30,30,30,30,15.467,30,30,15,35,35,13.743,30,30,16.333,30,25,14.32,30,30,15.333,0,0,0,0,0,0,0,0,0,0
131388655,Nursing,33,30,30,30,15.367,30,30,15,30,30,13.733,30,30,15.667,30,30,13.267,32,32,13.625,0,0,0,0,0,0,0,0,0,0
131397441,Biology,5,4,24,12,14,61,50,13.82,19,6,14,71,36,15.833,71,12,14.5,70,24,12.75,36,6,10,42,24,14,71,16,13.125,0
131389439,Biology,7,6,33,26,13,48,35,13.229,37,30,13,30,30,14.8,30,23,13.391,30,30,12.4,0,0,0,0,0,0,0,0,0,0
111335759,Nursing,30,35,30,25,15.08,30,30,17,30,30,14,30,30,15,30,30,14,30,30,14.033,0,0,0,0,0,0,0,0,0,0
131380765,Nursing,30,30,30,30,15.1,30,30,16.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111335817,Nursing,30,30,29,17,13.118,20,20,11,30,16,14.438,30,10,13,30,30,13.333,30,30,13.1,0,0,0,0,0,0,0,0,0,1
131381852,Management,30,30,30,30,14.6,36,36,14.5,30,24,14.375,30,30,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111364542,Nursing,24,30,30,30,14.733,37,37,15.378,30,30,13.167,37,30,15,30,30,12.467,30,23,12.391,0,0,0,0,0,0,0,0,0,0
131385250,Nursing,30,30,30,30,16.067,30,30,18.667,30,30,14.667,30,30,16.667,30,30,14.833,30,30,13.667,0,0,0,0,0,0,0,0,0,0
131391056,Biology,45,26,27,15,13.267,62,20,11.3,34,18,11,43,21,11.143,30,8,13,30,15,11.933,0,0,0,0,0,0,0,0,0,1
131388406,Biology,35,44,41,35,11.771,36,30,13.6,30,12,11.5,30,24,12.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111364581,Nursing,24,30,30,30,17.267,30,30,17,30,30,16.6,30,30,17.5,30,30,15.267,30,30,16.167,0,0,0,0,0,0,0,0,0,0
111354309,Nursing,30,24,30,30,15.333,30,30,17.667,30,30,14.033,30,30,16.5,30,30,14.567,30,30,16.733,0,0,0,0,0,0,0,0,0,0
131398974,Informatics,41,30,41,0,0,30,0,0,30,0,0,36,0,0,36,0,0,30,0,0,18,0,0,30,0,0,0,0,0,1
131391082,Informatics,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131393005,Management,41.5,48,35.5,12,12.5,35.5,5,12,36,12.5,11.68,36,18.5,12.378,37.5,14,11.571,36,24,10.833,0,0,0,0,0,0,0,0,0,0
131396811,Informatics,32,30,37,0,0,24,0,0,29,0,0,42,0,0,20,0,0,30,18,12.667,35,6,11,36,0,0,0,0,0,1
131391973,Biology,9,0,29,20,12.5,52,37,13.108,29,16,12.625,42,24,11.75,36,30,11.6,35,23,12.913,30,13,11.923,30,13,12,0,0,0,0
131390677,Management,0,24,30,30,12,36,12,11.5,35.5,35.5,13.732,36.5,12.5,12.48,30,13,12.462,30,24,11,30,11.5,12.87,30,17.5,11.743,0,0,0,0
131380913,Management,30,36,30,30,14.6,30,30,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131403305,Management,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383874,Nursing,30,30,30,30,15.167,30,30,16.333,30,30,15.2,30,30,16.667,30,30,12.733,30,30,14.033,0,0,0,0,0,0,0,0,0,0
131389696,Nursing,30,30,30,30,15.033,30,30,17,30,30,14.433,30,30,15.667,30,30,14.567,30,30,13.933,0,0,0,0,0,0,0,0,0,0
111364556,Nursing,30,24,30,30,15.933,30,30,16,30,30,15.233,30,30,15.5,30,30,13.033,30,30,16.9,0,0,0,0,0,0,0,0,0,0
131397270,Informatics,0,24,43,12,10,39,16,11,53,7,11,56,41,13.61,49,29,10,49,13,11,41,12,10.5,42,23,11.304,0,0,0,0
131385369,Informatics,48,36,36,30,15,42,30,14,25,13,14.615,36,18,14,30,17,12.412,30,18,14.333,30,18,13.5,42,18,12.667,0,0,0,0
111354325,Nursing,30,24,30,30,15.2,30,30,16.667,30,30,13.967,30,30,17,30,30,14.767,30,30,14.967,0,0,0,0,0,0,0,0,0,0
131383459,Nursing,30,30,30,30,15.267,30,30,16.667,30,30,14.8,30,30,16.667,30,30,12.767,30,30,13.267,0,0,0,0,0,0,0,0,0,0
131383522,Nursing,30,30,36,36,14.306,30,30,17,30,24,14.75,30,30,14.667,30,30,12.4,30,30,13.633,0,0,0,0,0,0,0,0,0,0
131382388,Management,36,36,36,18,12,36,12,12,30,24,13.125,30,18,12.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131392213,Management,30,30,31.5,30,14.633,31.5,30,13.617,30,28.5,12.719,30,28.5,14.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131395943,Informatics,0,24,31,14,12.143,38,22,11.273,32,32,11.188,41,25,10.72,37,17,10,36,17,13.118,28,25,13.12,30,30,11.767,0,0,0,0
131391862,Management,27,33,12,0,0,30,0,0,17.5,0,0,28.5,0,0,35,0,0,52.5,0,0,23.5,0,0,29.5,0,0,111,38,10.566,1
131385307,Biology,20,12,35,20,12.6,44,28,14.857,37,24,12.25,36,30,14,30,23,13.522,30,24,12.5,0,0,0,0,0,0,0,0,0,0
131382492,Biology,28,24,30,2,15,30,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131392644,Informatics,36,36,36,36,11.778,36,36,11.667,30,18,11.833,30,18,12.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131391315,Management,47.5,30,35,35,14.043,36,36,14.5,30,7.5,12,30,24,14.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131395636,Informatics,36,36,47,39,12.821,28,20,11.8,38,17,12.706,42,24,12.625,29,10,11.8,28,16,11.688,0,0,0,0,0,0,0,0,0,0
131385737,Biology,26,30,36,36,13,30,30,16.2,30,30,15.5,30,30,15.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131388087,Nursing,0,10,30,30,17,52,35,14.8,34,30,15.333,36,25,15.56,34,30,15.333,36,30,14.567,30,26,13.538,30,24,13.792,0,0,0,0
131382216,Management,36,36,36,30,11,36,24,11.375,30,24,11.375,30,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131391351,Biology,20,44,45,45,12.4,6,6,11,35,23,11.913,36,36,12.167,30,14,11.571,30,24,11.667,0,0,0,0,0,0,0,0,0,0
131402950,Management,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131395881,Informatics,6,12,35,35,12.2,36,36,12.167,37,12,12.5,33,17,13.412,33,21,11.19,43,27,11.333,27,6,13,30,12,10.833,58,8,14.625,0
111374699,Nursing,30,21,10,5,18,30,30,16.667,30,30,14.2,15,15,15,30,30,14.133,30,15,16,30,30,13.933,30,30,14.1,0,0,0,0
131389624,Biology,26,39,30,30,12.4,30,30,13.2,30,30,13.067,30,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394241,Biology,24,35,22,22,13.318,21,18,13.667,35,29,11.862,34,34,11.706,42,24,10.458,30,30,11.2,32,12,10.5,29,23,12.348,0,0,0,0
131387699,Management,17.5,42,29,23,18.174,35,29,11,36,23.5,10.766,36,18.5,12.351,30,20,10.9,30,18,12.861,0,0,0,0,0,0,0,0,0,0
131392773,Management,9.5,7,35.5,29.5,13.441,35,29.5,13.78,33.5,18,13,34.5,11,12.455,42.5,13.5,10.148,30,7,12.429,30,13.5,11.444,30,30,12.6,0,0,0,0
131383381,Biology,40,44,35,29,13.207,39,30,13.2,30,4,13,30,24,13.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131392241,Biology,13,23,36,30,11.4,35,29,11.897,37,27,12.593,34,22,13.864,29,8,12,41,13,11.846,30,15,10.6,30,12,11,60,0,0,0
131382399,Management,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131393130,Biology,24,39,28,28,13.964,36,36,14.333,32,32,12.625,29,23,13.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131386476,Informatics,45,36,0,0,0,0,0,0,38,6,10,30,6,12,35,12,14.5,36,12,10,36,25,12.92,36,24,11.75,60,3,14,1
131389525,Management,23.5,35.5,36,24,13.25,36,18,13.278,35,35,11.514,36.5,30.5,11.934,30,7.5,10.8,30,18,11.444,0,0,0,0,0,0,0,0,0,0
111345872,Nursing,30,30,26,26,16.385,20,20,16,26,26,15.154,34,34,16.118,30,30,14.3,30,30,15.8,0,0,0,0,0,0,0,0,0,0
131380944,Informatics,36,42,30,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394692,Informatics,12,24,29,29,12.241,30,24,14.25,33,27,12.63,34,23,14.348,29,29,11.793,30,24,13.417,0,0,0,0,0,0,0,0,0,0
131386681,Management,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131394609,Biology,34,36,29,29,13.414,36,36,13.333,32,32,12.688,29,23,12.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131402384,Management,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
